"region","alder","statistikkvariabel","måned","value"
"Nord-Trøndelag","15-29 år","Personer registrert helt arbeidsledige","2017M11",402
"Nord-Trøndelag","30-74 år","Personer registrert helt arbeidsledige","2009M11",1076
"Nord-Trøndelag","30-74 år","Personer registrert helt arbeidsledige","2010M11",1002
"Nord-Trøndelag","30-74 år","Personer registrert helt arbeidsledige","2011M11",868
"Nord-Trøndelag","30-74 år","Personer registrert helt arbeidsledige","2012M11",869
"Nord-Trøndelag","30-74 år","Personer registrert helt arbeidsledige","2013M11",1010
"Nord-Trøndelag","30-74 år","Personer registrert helt arbeidsledige","2014M11",1120
"Nord-Trøndelag","30-74 år","Personer registrert helt arbeidsledige","2015M11",1129
"Nord-Trøndelag","30-74 år","Personer registrert helt arbeidsledige","2016M11",999
"Nord-Trøndelag","30-74 år","Personer registrert helt arbeidsledige","2017M11",896
"Steinkjer","15-74 år","Personer registrert helt arbeidsledige","2009M11",319
"Steinkjer","15-74 år","Personer registrert helt arbeidsledige","2010M11",319
"Steinkjer","15-74 år","Personer registrert helt arbeidsledige","2011M11",311
"Steinkjer","15-74 år","Personer registrert helt arbeidsledige","2012M11",293
"Steinkjer","15-74 år","Personer registrert helt arbeidsledige","2013M11",295
"Steinkjer","15-74 år","Personer registrert helt arbeidsledige","2014M11",255
"Steinkjer","15-74 år","Personer registrert helt arbeidsledige","2015M11",280
"Steinkjer","15-74 år","Personer registrert helt arbeidsledige","2016M11",220
"Steinkjer","15-74 år","Personer registrert helt arbeidsledige","2017M11",265
"Steinkjer","15-29 år","Personer registrert helt arbeidsledige","2009M11",117
"Steinkjer","15-29 år","Personer registrert helt arbeidsledige","2010M11",121
"Steinkjer","15-29 år","Personer registrert helt arbeidsledige","2011M11",127
"Steinkjer","15-29 år","Personer registrert helt arbeidsledige","2012M11",112
"Steinkjer","15-29 år","Personer registrert helt arbeidsledige","2013M11",125
"Steinkjer","15-29 år","Personer registrert helt arbeidsledige","2014M11",91
"Steinkjer","15-29 år","Personer registrert helt arbeidsledige","2015M11",104
"Steinkjer","15-29 år","Personer registrert helt arbeidsledige","2016M11",78
"Steinkjer","15-29 år","Personer registrert helt arbeidsledige","2017M11",96
"Steinkjer","30-74 år","Personer registrert helt arbeidsledige","2009M11",202
"Steinkjer","30-74 år","Personer registrert helt arbeidsledige","2010M11",198
"Steinkjer","30-74 år","Personer registrert helt arbeidsledige","2011M11",184
"Steinkjer","30-74 år","Personer registrert helt arbeidsledige","2012M11",181
"Steinkjer","30-74 år","Personer registrert helt arbeidsledige","2013M11",170
"Steinkjer","30-74 år","Personer registrert helt arbeidsledige","2014M11",164
"Steinkjer","30-74 år","Personer registrert helt arbeidsledige","2015M11",176
"Steinkjer","30-74 år","Personer registrert helt arbeidsledige","2016M11",142
"Steinkjer","30-74 år","Personer registrert helt arbeidsledige","2017M11",169
"Namsos","15-74 år","Personer registrert helt arbeidsledige","2009M11",167
"Namsos","15-74 år","Personer registrert helt arbeidsledige","2010M11",136
"Namsos","15-74 år","Personer registrert helt arbeidsledige","2011M11",121
"Namsos","15-74 år","Personer registrert helt arbeidsledige","2012M11",135
"Namsos","15-74 år","Personer registrert helt arbeidsledige","2013M11",153
"Namsos","15-74 år","Personer registrert helt arbeidsledige","2014M11",169
"Namsos","15-74 år","Personer registrert helt arbeidsledige","2015M11",142
"Namsos","15-74 år","Personer registrert helt arbeidsledige","2016M11",106
"Namsos","15-74 år","Personer registrert helt arbeidsledige","2017M11",120
"Namsos","15-29 år","Personer registrert helt arbeidsledige","2009M11",71
"Namsos","15-29 år","Personer registrert helt arbeidsledige","2010M11",62
"Namsos","15-29 år","Personer registrert helt arbeidsledige","2011M11",63
"Namsos","15-29 år","Personer registrert helt arbeidsledige","2012M11",62
"Namsos","15-29 år","Personer registrert helt arbeidsledige","2013M11",66
"Namsos","15-29 år","Personer registrert helt arbeidsledige","2014M11",82
"Namsos","15-29 år","Personer registrert helt arbeidsledige","2015M11",67
"Namsos","15-29 år","Personer registrert helt arbeidsledige","2016M11",38
"Namsos","15-29 år","Personer registrert helt arbeidsledige","2017M11",45
"Namsos","30-74 år","Personer registrert helt arbeidsledige","2009M11",96
"Namsos","30-74 år","Personer registrert helt arbeidsledige","2010M11",74
"Namsos","30-74 år","Personer registrert helt arbeidsledige","2011M11",58
"Namsos","30-74 år","Personer registrert helt arbeidsledige","2012M11",73
"Namsos","30-74 år","Personer registrert helt arbeidsledige","2013M11",87
"Namsos","30-74 år","Personer registrert helt arbeidsledige","2014M11",87
"Namsos","30-74 år","Personer registrert helt arbeidsledige","2015M11",75
"Namsos","30-74 år","Personer registrert helt arbeidsledige","2016M11",68
"Namsos","30-74 år","Personer registrert helt arbeidsledige","2017M11",75
"Meråker","15-74 år","Personer registrert helt arbeidsledige","2009M11",35
"Meråker","15-74 år","Personer registrert helt arbeidsledige","2010M11",32
"Meråker","15-74 år","Personer registrert helt arbeidsledige","2011M11",41
"Meråker","15-74 år","Personer registrert helt arbeidsledige","2012M11",34
"Meråker","15-74 år","Personer registrert helt arbeidsledige","2013M11",58
"Meråker","15-74 år","Personer registrert helt arbeidsledige","2014M11",43
"Meråker","15-74 år","Personer registrert helt arbeidsledige","2015M11",36
"Meråker","15-74 år","Personer registrert helt arbeidsledige","2016M11",19
"Meråker","15-74 år","Personer registrert helt arbeidsledige","2017M11",20
"Meråker","15-29 år","Personer registrert helt arbeidsledige","2009M11",10
"Meråker","15-29 år","Personer registrert helt arbeidsledige","2010M11",11
"Meråker","15-29 år","Personer registrert helt arbeidsledige","2011M11",15
"Meråker","15-29 år","Personer registrert helt arbeidsledige","2012M11",12
"Meråker","15-29 år","Personer registrert helt arbeidsledige","2013M11",14
"Meråker","15-29 år","Personer registrert helt arbeidsledige","2014M11",14
"Meråker","15-29 år","Personer registrert helt arbeidsledige","2015M11",14
"Meråker","15-29 år","Personer registrert helt arbeidsledige","2016M11",4
"Meråker","15-29 år","Personer registrert helt arbeidsledige","2017M11",6
"Meråker","30-74 år","Personer registrert helt arbeidsledige","2009M11",25
"Meråker","30-74 år","Personer registrert helt arbeidsledige","2010M11",21
"Meråker","30-74 år","Personer registrert helt arbeidsledige","2011M11",26
"Meråker","30-74 år","Personer registrert helt arbeidsledige","2012M11",22
"Meråker","30-74 år","Personer registrert helt arbeidsledige","2013M11",44
"Meråker","30-74 år","Personer registrert helt arbeidsledige","2014M11",29
"Meråker","30-74 år","Personer registrert helt arbeidsledige","2015M11",22
"Meråker","30-74 år","Personer registrert helt arbeidsledige","2016M11",15
"Meråker","30-74 år","Personer registrert helt arbeidsledige","2017M11",14
"Stjørdal","15-74 år","Personer registrert helt arbeidsledige","2009M11",265
"Stjørdal","15-74 år","Personer registrert helt arbeidsledige","2010M11",233
"Stjørdal","15-74 år","Personer registrert helt arbeidsledige","2011M11",225
"Stjørdal","15-74 år","Personer registrert helt arbeidsledige","2012M11",218
"Stjørdal","15-74 år","Personer registrert helt arbeidsledige","2013M11",237
"Stjørdal","15-74 år","Personer registrert helt arbeidsledige","2014M11",248
"Stjørdal","15-74 år","Personer registrert helt arbeidsledige","2015M11",302
"Stjørdal","15-74 år","Personer registrert helt arbeidsledige","2016M11",223
"Stjørdal","15-74 år","Personer registrert helt arbeidsledige","2017M11",208
"Stjørdal","15-29 år","Personer registrert helt arbeidsledige","2009M11",89
"Stjørdal","15-29 år","Personer registrert helt arbeidsledige","2010M11",85
"Stjørdal","15-29 år","Personer registrert helt arbeidsledige","2011M11",89
"Stjørdal","15-29 år","Personer registrert helt arbeidsledige","2012M11",66
"Stjørdal","15-29 år","Personer registrert helt arbeidsledige","2013M11",77
"Stjørdal","15-29 år","Personer registrert helt arbeidsledige","2014M11",87
"Stjørdal","15-29 år","Personer registrert helt arbeidsledige","2015M11",108
"Stjørdal","15-29 år","Personer registrert helt arbeidsledige","2016M11",63
"Stjørdal","15-29 år","Personer registrert helt arbeidsledige","2017M11",55
"Stjørdal","30-74 år","Personer registrert helt arbeidsledige","2009M11",176
"Stjørdal","30-74 år","Personer registrert helt arbeidsledige","2010M11",148
"Stjørdal","30-74 år","Personer registrert helt arbeidsledige","2011M11",136
"Stjørdal","30-74 år","Personer registrert helt arbeidsledige","2012M11",152
"Stjørdal","30-74 år","Personer registrert helt arbeidsledige","2013M11",160
"Stjørdal","30-74 år","Personer registrert helt arbeidsledige","2014M11",161
"Stjørdal","30-74 år","Personer registrert helt arbeidsledige","2015M11",194
"Stjørdal","30-74 år","Personer registrert helt arbeidsledige","2016M11",160
"Stjørdal","30-74 år","Personer registrert helt arbeidsledige","2017M11",153
"Frosta","15-74 år","Personer registrert helt arbeidsledige","2009M11",29
"Frosta","15-74 år","Personer registrert helt arbeidsledige","2010M11",24
"Frosta","15-74 år","Personer registrert helt arbeidsledige","2011M11",31
"Frosta","15-74 år","Personer registrert helt arbeidsledige","2012M11",41
"Frosta","15-74 år","Personer registrert helt arbeidsledige","2013M11",36
"Frosta","15-74 år","Personer registrert helt arbeidsledige","2014M11",30
"Frosta","15-74 år","Personer registrert helt arbeidsledige","2015M11",20
"Frosta","15-74 år","Personer registrert helt arbeidsledige","2016M11",33
"Frosta","15-74 år","Personer registrert helt arbeidsledige","2017M11",28
"Frosta","15-29 år","Personer registrert helt arbeidsledige","2009M11",10
"Frosta","15-29 år","Personer registrert helt arbeidsledige","2010M11",16
"Frosta","15-29 år","Personer registrert helt arbeidsledige","2011M11",16
"Frosta","15-29 år","Personer registrert helt arbeidsledige","2012M11",17
"Frosta","15-29 år","Personer registrert helt arbeidsledige","2013M11",16
"Frosta","15-29 år","Personer registrert helt arbeidsledige","2014M11",9
"Frosta","15-29 år","Personer registrert helt arbeidsledige","2015M11",3
"Frosta","15-29 år","Personer registrert helt arbeidsledige","2016M11",9
"Frosta","15-29 år","Personer registrert helt arbeidsledige","2017M11",5
"Frosta","30-74 år","Personer registrert helt arbeidsledige","2009M11",19
"Frosta","30-74 år","Personer registrert helt arbeidsledige","2010M11",8
"Frosta","30-74 år","Personer registrert helt arbeidsledige","2011M11",15
"Frosta","30-74 år","Personer registrert helt arbeidsledige","2012M11",24
"Frosta","30-74 år","Personer registrert helt arbeidsledige","2013M11",20
"Frosta","30-74 år","Personer registrert helt arbeidsledige","2014M11",21
"Frosta","30-74 år","Personer registrert helt arbeidsledige","2015M11",17
"Frosta","30-74 år","Personer registrert helt arbeidsledige","2016M11",24
"Frosta","30-74 år","Personer registrert helt arbeidsledige","2017M11",23
"Leksvik","15-74 år","Personer registrert helt arbeidsledige","2009M11",53
"Leksvik","15-74 år","Personer registrert helt arbeidsledige","2010M11",45
"Leksvik","15-74 år","Personer registrert helt arbeidsledige","2011M11",35
"Leksvik","15-74 år","Personer registrert helt arbeidsledige","2012M11",24
"Leksvik","15-74 år","Personer registrert helt arbeidsledige","2013M11",25
"Leksvik","15-74 år","Personer registrert helt arbeidsledige","2014M11",30
"Leksvik","15-74 år","Personer registrert helt arbeidsledige","2015M11",54
"Leksvik","15-74 år","Personer registrert helt arbeidsledige","2016M11",42
"Leksvik","15-74 år","Personer registrert helt arbeidsledige","2017M11",23
"Leksvik","15-29 år","Personer registrert helt arbeidsledige","2009M11",26
"Leksvik","15-29 år","Personer registrert helt arbeidsledige","2010M11",23
"Leksvik","15-29 år","Personer registrert helt arbeidsledige","2011M11",12
"Leksvik","15-29 år","Personer registrert helt arbeidsledige","2012M11",8
"Leksvik","15-29 år","Personer registrert helt arbeidsledige","2013M11",6
"Leksvik","15-29 år","Personer registrert helt arbeidsledige","2014M11",3
"Leksvik","15-29 år","Personer registrert helt arbeidsledige","2015M11",13
"Leksvik","15-29 år","Personer registrert helt arbeidsledige","2016M11",6
"Leksvik","15-29 år","Personer registrert helt arbeidsledige","2017M11",7
"Leksvik","30-74 år","Personer registrert helt arbeidsledige","2009M11",27
"Leksvik","30-74 år","Personer registrert helt arbeidsledige","2010M11",22
"Leksvik","30-74 år","Personer registrert helt arbeidsledige","2011M11",23
"Leksvik","30-74 år","Personer registrert helt arbeidsledige","2012M11",16
"Leksvik","30-74 år","Personer registrert helt arbeidsledige","2013M11",19
"Leksvik","30-74 år","Personer registrert helt arbeidsledige","2014M11",27
"Leksvik","30-74 år","Personer registrert helt arbeidsledige","2015M11",41
"Leksvik","30-74 år","Personer registrert helt arbeidsledige","2016M11",36
"Leksvik","30-74 år","Personer registrert helt arbeidsledige","2017M11",16
"Levanger","15-74 år","Personer registrert helt arbeidsledige","2009M11",229
"Levanger","15-74 år","Personer registrert helt arbeidsledige","2010M11",214
"Levanger","15-74 år","Personer registrert helt arbeidsledige","2011M11",191
"Levanger","15-74 år","Personer registrert helt arbeidsledige","2012M11",176
"Levanger","15-74 år","Personer registrert helt arbeidsledige","2013M11",227
"Levanger","15-74 år","Personer registrert helt arbeidsledige","2014M11",256
"Levanger","15-74 år","Personer registrert helt arbeidsledige","2015M11",290
"Levanger","15-74 år","Personer registrert helt arbeidsledige","2016M11",247
"Levanger","15-74 år","Personer registrert helt arbeidsledige","2017M11",192
"Levanger","15-29 år","Personer registrert helt arbeidsledige","2009M11",92
"Levanger","15-29 år","Personer registrert helt arbeidsledige","2010M11",90
"Levanger","15-29 år","Personer registrert helt arbeidsledige","2011M11",80
"Levanger","15-29 år","Personer registrert helt arbeidsledige","2012M11",55
"Levanger","15-29 år","Personer registrert helt arbeidsledige","2013M11",96
"Levanger","15-29 år","Personer registrert helt arbeidsledige","2014M11",100
"Levanger","15-29 år","Personer registrert helt arbeidsledige","2015M11",106
"Levanger","15-29 år","Personer registrert helt arbeidsledige","2016M11",84
"Levanger","15-29 år","Personer registrert helt arbeidsledige","2017M11",55
"Levanger","30-74 år","Personer registrert helt arbeidsledige","2009M11",137
"Levanger","30-74 år","Personer registrert helt arbeidsledige","2010M11",124
"Levanger","30-74 år","Personer registrert helt arbeidsledige","2011M11",111
"Levanger","30-74 år","Personer registrert helt arbeidsledige","2012M11",121
"Levanger","30-74 år","Personer registrert helt arbeidsledige","2013M11",131
"Levanger","30-74 år","Personer registrert helt arbeidsledige","2014M11",156
"Levanger","30-74 år","Personer registrert helt arbeidsledige","2015M11",184
"Levanger","30-74 år","Personer registrert helt arbeidsledige","2016M11",163
"Levanger","30-74 år","Personer registrert helt arbeidsledige","2017M11",137
"Verdal","15-74 år","Personer registrert helt arbeidsledige","2009M11",264
"Verdal","15-74 år","Personer registrert helt arbeidsledige","2010M11",209
"Verdal","15-74 år","Personer registrert helt arbeidsledige","2011M11",155
"Verdal","15-74 år","Personer registrert helt arbeidsledige","2012M11",161
"Verdal","15-74 år","Personer registrert helt arbeidsledige","2013M11",249
"Verdal","15-74 år","Personer registrert helt arbeidsledige","2014M11",300
"Verdal","15-74 år","Personer registrert helt arbeidsledige","2015M11",250
"Verdal","15-74 år","Personer registrert helt arbeidsledige","2016M11",242
"Verdal","15-74 år","Personer registrert helt arbeidsledige","2017M11",177
"Verdal","15-29 år","Personer registrert helt arbeidsledige","2009M11",97
"Verdal","15-29 år","Personer registrert helt arbeidsledige","2010M11",72
"Verdal","15-29 år","Personer registrert helt arbeidsledige","2011M11",61
"Verdal","15-29 år","Personer registrert helt arbeidsledige","2012M11",74
"Verdal","15-29 år","Personer registrert helt arbeidsledige","2013M11",86
"Verdal","15-29 år","Personer registrert helt arbeidsledige","2014M11",97
"Verdal","15-29 år","Personer registrert helt arbeidsledige","2015M11",67
"Verdal","15-29 år","Personer registrert helt arbeidsledige","2016M11",67
"Verdal","15-29 år","Personer registrert helt arbeidsledige","2017M11",51
"Verdal","30-74 år","Personer registrert helt arbeidsledige","2009M11",167
"Verdal","30-74 år","Personer registrert helt arbeidsledige","2010M11",137
"Verdal","30-74 år","Personer registrert helt arbeidsledige","2011M11",94
"Verdal","30-74 år","Personer registrert helt arbeidsledige","2012M11",87
"Verdal","30-74 år","Personer registrert helt arbeidsledige","2013M11",163
"Verdal","30-74 år","Personer registrert helt arbeidsledige","2014M11",203
"Verdal","30-74 år","Personer registrert helt arbeidsledige","2015M11",183
"Verdal","30-74 år","Personer registrert helt arbeidsledige","2016M11",175
"Verdal","30-74 år","Personer registrert helt arbeidsledige","2017M11",126
"Mosvik ","15-74 år","Personer registrert helt arbeidsledige","2009M11",12
"Mosvik ","15-74 år","Personer registrert helt arbeidsledige","2011M11",9
"Mosvik ","15-29 år","Personer registrert helt arbeidsledige","2009M11",3
"Mosvik ","15-29 år","Personer registrert helt arbeidsledige","2011M11",4
"Mosvik ","30-74 år","Personer registrert helt arbeidsledige","2009M11",9
"Mosvik ","30-74 år","Personer registrert helt arbeidsledige","2010M11",7
"Mosvik ","30-74 år","Personer registrert helt arbeidsledige","2011M11",5
"Verran","15-74 år","Personer registrert helt arbeidsledige","2009M11",47
"Verran","15-74 år","Personer registrert helt arbeidsledige","2010M11",98
"Verran","15-74 år","Personer registrert helt arbeidsledige","2011M11",75
"Verran","15-74 år","Personer registrert helt arbeidsledige","2012M11",46
"Verran","15-74 år","Personer registrert helt arbeidsledige","2013M11",63
"Verran","15-74 år","Personer registrert helt arbeidsledige","2014M11",54
"Verran","15-74 år","Personer registrert helt arbeidsledige","2015M11",51
"Verran","15-74 år","Personer registrert helt arbeidsledige","2016M11",60
"Verran","15-74 år","Personer registrert helt arbeidsledige","2017M11",34
"Verran","15-29 år","Personer registrert helt arbeidsledige","2009M11",14
"Verran","15-29 år","Personer registrert helt arbeidsledige","2010M11",16
"Verran","15-29 år","Personer registrert helt arbeidsledige","2011M11",15
"Verran","15-29 år","Personer registrert helt arbeidsledige","2012M11",11
"Verran","15-29 år","Personer registrert helt arbeidsledige","2013M11",13
"Verran","15-29 år","Personer registrert helt arbeidsledige","2014M11",6
"Verran","15-29 år","Personer registrert helt arbeidsledige","2015M11",13
"Verran","15-29 år","Personer registrert helt arbeidsledige","2016M11",8
"Verran","15-29 år","Personer registrert helt arbeidsledige","2017M11",6
"Verran","30-74 år","Personer registrert helt arbeidsledige","2009M11",33
"Verran","30-74 år","Personer registrert helt arbeidsledige","2010M11",82
"Verran","30-74 år","Personer registrert helt arbeidsledige","2011M11",60
"Verran","30-74 år","Personer registrert helt arbeidsledige","2012M11",35
"Verran","30-74 år","Personer registrert helt arbeidsledige","2013M11",50
"Verran","30-74 år","Personer registrert helt arbeidsledige","2014M11",48
"Verran","30-74 år","Personer registrert helt arbeidsledige","2015M11",38
"Verran","30-74 år","Personer registrert helt arbeidsledige","2016M11",52
"Verran","30-74 år","Personer registrert helt arbeidsledige","2017M11",28
"Namdalseid","15-74 år","Personer registrert helt arbeidsledige","2009M11",22
"Namdalseid","15-74 år","Personer registrert helt arbeidsledige","2010M11",15
"Namdalseid","15-74 år","Personer registrert helt arbeidsledige","2011M11",17
"Namdalseid","15-74 år","Personer registrert helt arbeidsledige","2012M11",17
"Namdalseid","15-74 år","Personer registrert helt arbeidsledige","2013M11",17
"Namdalseid","15-74 år","Personer registrert helt arbeidsledige","2014M11",15
"Namdalseid","15-74 år","Personer registrert helt arbeidsledige","2015M11",18
"Namdalseid","15-74 år","Personer registrert helt arbeidsledige","2016M11",14
"Namdalseid","15-74 år","Personer registrert helt arbeidsledige","2017M11",6
"Namdalseid","15-29 år","Personer registrert helt arbeidsledige","2009M11",9
"Namdalseid","15-29 år","Personer registrert helt arbeidsledige","2010M11",5
"Namdalseid","15-29 år","Personer registrert helt arbeidsledige","2011M11",8
"Namdalseid","15-29 år","Personer registrert helt arbeidsledige","2012M11",8
"Namdalseid","15-29 år","Personer registrert helt arbeidsledige","2013M11",11
"Namdalseid","15-29 år","Personer registrert helt arbeidsledige","2014M11",6
"Namdalseid","15-29 år","Personer registrert helt arbeidsledige","2015M11",4
"Namdalseid","15-29 år","Personer registrert helt arbeidsledige","2016M11",3
"Namdalseid","15-29 år","Personer registrert helt arbeidsledige","2017M11",3
"Namdalseid","30-74 år","Personer registrert helt arbeidsledige","2009M11",13
"Namdalseid","30-74 år","Personer registrert helt arbeidsledige","2010M11",10
"Namdalseid","30-74 år","Personer registrert helt arbeidsledige","2011M11",9
"Namdalseid","30-74 år","Personer registrert helt arbeidsledige","2012M11",9
"Namdalseid","30-74 år","Personer registrert helt arbeidsledige","2013M11",6
"Namdalseid","30-74 år","Personer registrert helt arbeidsledige","2014M11",9
"Namdalseid","30-74 år","Personer registrert helt arbeidsledige","2015M11",14
"Namdalseid","30-74 år","Personer registrert helt arbeidsledige","2016M11",11
"Namdalseid","30-74 år","Personer registrert helt arbeidsledige","2017M11",3
"Inderøy","15-74 år","Personer registrert helt arbeidsledige","2009M11",59
"Inderøy","15-74 år","Personer registrert helt arbeidsledige","2010M11",55
"Inderøy","15-74 år","Personer registrert helt arbeidsledige","2011M11",37
"Inderøy","15-29 år","Personer registrert helt arbeidsledige","2009M11",28
"Inderøy","15-29 år","Personer registrert helt arbeidsledige","2010M11",20
"Inderøy","15-29 år","Personer registrert helt arbeidsledige","2011M11",14
"Inderøy","30-74 år","Personer registrert helt arbeidsledige","2009M11",31
"Inderøy","30-74 år","Personer registrert helt arbeidsledige","2010M11",35
"Inderøy","30-74 år","Personer registrert helt arbeidsledige","2011M11",23
"Snåase - Snåsa","15-74 år","Personer registrert helt arbeidsledige","2009M11",15
"Snåase - Snåsa","15-74 år","Personer registrert helt arbeidsledige","2010M11",24
"Snåase - Snåsa","15-74 år","Personer registrert helt arbeidsledige","2011M11",17
"Snåase - Snåsa","15-74 år","Personer registrert helt arbeidsledige","2012M11",13
"Snåase - Snåsa","15-74 år","Personer registrert helt arbeidsledige","2013M11",15
"Snåase - Snåsa","15-74 år","Personer registrert helt arbeidsledige","2014M11",16
"Snåase - Snåsa","15-74 år","Personer registrert helt arbeidsledige","2015M11",15
"Snåase - Snåsa","15-74 år","Personer registrert helt arbeidsledige","2017M11",9
"Snåase - Snåsa","15-29 år","Personer registrert helt arbeidsledige","2009M11",6
"Snåase - Snåsa","15-29 år","Personer registrert helt arbeidsledige","2010M11",10
"Snåase - Snåsa","15-29 år","Personer registrert helt arbeidsledige","2011M11",7
"Snåase - Snåsa","15-29 år","Personer registrert helt arbeidsledige","2012M11",7
"Snåase - Snåsa","15-29 år","Personer registrert helt arbeidsledige","2013M11",9
"Snåase - Snåsa","15-29 år","Personer registrert helt arbeidsledige","2014M11",8
"Snåase - Snåsa","15-29 år","Personer registrert helt arbeidsledige","2015M11",6
"Snåase - Snåsa","15-29 år","Personer registrert helt arbeidsledige","2017M11",4
"Snåase - Snåsa","30-74 år","Personer registrert helt arbeidsledige","2009M11",9
"Snåase - Snåsa","30-74 år","Personer registrert helt arbeidsledige","2010M11",14
"Snåase - Snåsa","30-74 år","Personer registrert helt arbeidsledige","2011M11",10
"Snåase - Snåsa","30-74 år","Personer registrert helt arbeidsledige","2012M11",6
"Snåase - Snåsa","30-74 år","Personer registrert helt arbeidsledige","2013M11",6
"Snåase - Snåsa","30-74 år","Personer registrert helt arbeidsledige","2014M11",8
"Snåase - Snåsa","30-74 år","Personer registrert helt arbeidsledige","2015M11",9
"Snåase - Snåsa","30-74 år","Personer registrert helt arbeidsledige","2017M11",5
"Lierne","15-74 år","Personer registrert helt arbeidsledige","2010M11",11
"Lierne","15-74 år","Personer registrert helt arbeidsledige","2011M11",7
"Lierne","15-74 år","Personer registrert helt arbeidsledige","2012M11",5
"Lierne","15-74 år","Personer registrert helt arbeidsledige","2013M11",12
"Lierne","15-74 år","Personer registrert helt arbeidsledige","2014M11",11
"Lierne","15-74 år","Personer registrert helt arbeidsledige","2015M11",14
"Lierne","15-74 år","Personer registrert helt arbeidsledige","2016M11",20
"Lierne","15-74 år","Personer registrert helt arbeidsledige","2017M11",7
"Lierne","15-29 år","Personer registrert helt arbeidsledige","2011M11",3
"Lierne","15-29 år","Personer registrert helt arbeidsledige","2013M11",6
"Lierne","15-29 år","Personer registrert helt arbeidsledige","2014M11",4
"Lierne","15-29 år","Personer registrert helt arbeidsledige","2015M11",4
"Lierne","15-29 år","Personer registrert helt arbeidsledige","2016M11",4
"Lierne","30-74 år","Personer registrert helt arbeidsledige","2009M11",11
"Lierne","30-74 år","Personer registrert helt arbeidsledige","2011M11",4
"Lierne","30-74 år","Personer registrert helt arbeidsledige","2013M11",6
"Lierne","30-74 år","Personer registrert helt arbeidsledige","2014M11",7
"Lierne","30-74 år","Personer registrert helt arbeidsledige","2015M11",10
"Lierne","30-74 år","Personer registrert helt arbeidsledige","2016M11",16
"Raarvihke - Røyrvik","15-74 år","Personer registrert helt arbeidsledige","2009M11",8
"Raarvihke - Røyrvik","15-29 år","Personer registrert helt arbeidsledige","2009M11",3
"Raarvihke - Røyrvik","30-74 år","Personer registrert helt arbeidsledige","2009M11",5
"Namsskogan","15-74 år","Personer registrert helt arbeidsledige","2010M11",10
"Namsskogan","15-74 år","Personer registrert helt arbeidsledige","2011M11",13
"Namsskogan","15-74 år","Personer registrert helt arbeidsledige","2012M11",7
"Namsskogan","15-74 år","Personer registrert helt arbeidsledige","2013M11",9
"Namsskogan","15-74 år","Personer registrert helt arbeidsledige","2014M11",12
"Namsskogan","15-74 år","Personer registrert helt arbeidsledige","2015M11",15
"Namsskogan","15-74 år","Personer registrert helt arbeidsledige","2016M11",8
"Namsskogan","15-74 år","Personer registrert helt arbeidsledige","2017M11",13
"Namsskogan","15-29 år","Personer registrert helt arbeidsledige","2010M11",5
"Namsskogan","15-29 år","Personer registrert helt arbeidsledige","2011M11",5
"Namsskogan","15-29 år","Personer registrert helt arbeidsledige","2012M11",3
"Namsskogan","15-29 år","Personer registrert helt arbeidsledige","2013M11",4
"Namsskogan","15-29 år","Personer registrert helt arbeidsledige","2014M11",4
"Namsskogan","15-29 år","Personer registrert helt arbeidsledige","2015M11",5
"Namsskogan","15-29 år","Personer registrert helt arbeidsledige","2017M11",3
"Namsskogan","30-74 år","Personer registrert helt arbeidsledige","2009M11",7
"Namsskogan","30-74 år","Personer registrert helt arbeidsledige","2010M11",5
"Namsskogan","30-74 år","Personer registrert helt arbeidsledige","2011M11",8
"Namsskogan","30-74 år","Personer registrert helt arbeidsledige","2012M11",4
"Namsskogan","30-74 år","Personer registrert helt arbeidsledige","2013M11",5
"Namsskogan","30-74 år","Personer registrert helt arbeidsledige","2014M11",8
"Namsskogan","30-74 år","Personer registrert helt arbeidsledige","2015M11",10
"Namsskogan","30-74 år","Personer registrert helt arbeidsledige","2017M11",10
"Grong","15-74 år","Personer registrert helt arbeidsledige","2009M11",18
"Grong","15-74 år","Personer registrert helt arbeidsledige","2010M11",13
"Grong","15-74 år","Personer registrert helt arbeidsledige","2011M11",16
"Grong","15-74 år","Personer registrert helt arbeidsledige","2012M11",30
"Grong","15-74 år","Personer registrert helt arbeidsledige","2013M11",22
"Grong","15-74 år","Personer registrert helt arbeidsledige","2014M11",27
"Grong","15-74 år","Personer registrert helt arbeidsledige","2015M11",16
"Grong","15-74 år","Personer registrert helt arbeidsledige","2016M11",18
"Grong","15-74 år","Personer registrert helt arbeidsledige","2017M11",19
"Grong","15-29 år","Personer registrert helt arbeidsledige","2009M11",12
"Grong","15-29 år","Personer registrert helt arbeidsledige","2010M11",8
"Grong","15-29 år","Personer registrert helt arbeidsledige","2011M11",4
"Grong","15-29 år","Personer registrert helt arbeidsledige","2012M11",14
"Grong","15-29 år","Personer registrert helt arbeidsledige","2013M11",11
"Grong","15-29 år","Personer registrert helt arbeidsledige","2014M11",10
"Grong","15-29 år","Personer registrert helt arbeidsledige","2015M11",7
"Grong","15-29 år","Personer registrert helt arbeidsledige","2016M11",6
"Grong","15-29 år","Personer registrert helt arbeidsledige","2017M11",5
"Grong","30-74 år","Personer registrert helt arbeidsledige","2009M11",6
"Grong","30-74 år","Personer registrert helt arbeidsledige","2010M11",5
"Grong","30-74 år","Personer registrert helt arbeidsledige","2011M11",12
